timestamp_utc,mode,asset_class,ticker,strategy,action,price_usd,notional_usd,position_qty_before,avg_entry_price_usd,unrealized_gain_pct,order_placed,notes
2026-07-27T23:42:28+00:00,PAPER,stock,QQQ,ml_filtered,BUY,691.960022,11087.46,0.0,,,True,"Fill not confirmed within the polling window at log time - price/qty shown are decision-time estimates, not a confirmed fill."
2026-07-27T23:42:33+00:00,PAPER,stock,CAT,ml_filtered,BUY,894.539978,11087.46,0.0,,,True,"Fill not confirmed within the polling window at log time - price/qty shown are decision-time estimates, not a confirmed fill."
2026-07-27T23:42:37+00:00,PAPER,stock,DIS,ml_filtered,BUY,92.830002,11087.46,0.0,,,True,"Fill not confirmed within the polling window at log time - price/qty shown are decision-time estimates, not a confirmed fill."
